"","title","male_vs_female","male_rating","genre","popular","budget","young","critics","reviews","male_vote_prop","male_votes","duration","year","male_gt_female","total_votes","comedy","drama"
"11509","The Taking",-0.0999999999999996,6,"Horror",24341,1500000,0.238972602739726,99,125,0.588116817724068,14600,90,2014,0,24825,"no","no"
"11528","Christian Mingle",-1.3,3.7,"Comedy",988,650000,0.201652892561983,17,31,0.411005434782609,605,103,2014,0,1472,"no","no"
"11529","Samurai Cop 2: Deadly Vengeance",-3.7,4.5,"Action",2971,1500000,0.133362483602973,24,29,0.661939218523878,2287,94,2015,0,3455,"no","no"
"11535","Botte da prof.",-0.100000000000001,5.6,"Comedy",38356,2.2e+07,0.308621748924841,122,156,0.628604531410917,24415,91,2017,0,38840,"no","no"
"11539","The Divergent Series: Allegiant",-0.4,5.6,"Action",105014,1.1e+08,0.279091646989374,215,222,0.513829646059641,54208,120,2016,0,105498,"no","no"
"11549","30-Love",-1.2,5.9,"Comedy",-376,30000,0.134615384615385,1,40,0.481481481481481,52,103,2017,0,108,"no","no"
"11550","Havenhurst",-0.2,4.8,"Horror",3047,3e+06,0.128600823045267,47,49,0.550552251486831,1944,85,2016,0,3531,"no","no"
"11558","Cake",-0.4,6.3,"Drama",34322,7e+06,0.204767801857585,169,172,0.464000459690858,16150,102,2014,0,34806,"no","no"
"11568","Il superpoliziotto del supermercato 2",-0.4,4.3,"Action",32979,3e+07,0.286191381789508,82,169,0.644263813764456,21559,94,2015,0,33463,"no","no"
"11569","La foresta dei sogni",-0.4,6,"Drama",12557,2.5e+07,0.195125147424977,99,108,0.585154512690745,7631,110,2015,0,13041,"no","no"
"11577","The Lucky Man",-1.8,5.3,"Action",1250,1e+06,0.191011235955056,5,48,0.564590542099193,979,98,2017,0,1734,"no","no"
"11578","The Hateful Eight",0.3,7.8,"Crime",498586,4.4e+07,0.316497666081868,696,1450,0.632732883162683,315778,168,2015,1,499070,"no","no"
"11582","L'amore criminale",-0.6,4.9,"Drama",13077,1.2e+07,0.181693781359282,100,121,0.484993732025662,6577,100,2017,0,13561,"no","no"
"11593","I Dream Too Much",-0.2,5,"Comedy",-197,1500000,0.109489051094891,8,17,0.477351916376307,137,91,2015,0,287,"no","no"
"11610","Outlaws and Angels",-0.3,5.4,"Action",2584,1050000,0.0708733424782808,21,71,0.712842242503259,2187,120,2016,0,3068,"no","no"
"11616","Captain America: Civil War",0,7.8,"Action",643757,2.5e+08,0.339480465819261,670,1422,0.571009917096242,367868,147,2016,0,644241,"no","no"
"11620","Walking with the Dead",-0.3,3.4,"Comedy",2570,1250000,0.24975514201763,30,35,0.668631303208906,2042,88,2015,0,3054,"no","no"
"11623","Security",-0.3,5.7,"Action",14902,1.5e+07,0.143747005270724,42,108,0.678213960743533,10435,88,2017,0,15386,"no","no"
"11625","Ithaca",-0.399999999999999,5.4,"Drama",1942,5e+06,0.113207547169811,13,27,0.611706512778236,1484,96,2015,0,2426,"no","no"
"11626","Thor: Ragnarok",-0.3,7.8,"Action",564027,1.8e+08,0.325590953207445,520,1600,0.560327433832113,316311,130,2017,0,564511,"no","no"
"11636","Close Range",0.0999999999999996,5,"Action",3958,3e+06,0.213840399002494,38,47,0.722197208464656,3208,80,2015,1,4442,"no","no"
"11658","#Horror",-0.3,3,"Crime",2861,1500000,0.217810550198525,38,89,0.527055306427504,1763,101,2015,0,3345,"no","no"
"11660","Krampus: The Devil Returns",-0.3,1.5,"Action",-17,1200000,0.176271186440678,10,13,0.63169164882227,295,83,2016,0,467,"no","no"
"11665","Sballati per le feste!",0,6.4,"Comedy",62914,2.5e+07,0.292552044654194,169,147,0.658427710653333,41743,101,2015,0,63398,"no","no"
"11688","Unnatural",0,3.9,"Action",1217,3e+06,0.0779816513761468,18,25,0.640799529688419,1090,89,2015,0,1701,"no","no"
"11709","The Visit",-0.0999999999999996,6.2,"Horror",110127,5e+06,0.250270558646445,426,619,0.593114608854454,65605,94,2015,0,110611,"no","no"
"11712","Not Cool",-1.8,3.6,"Comedy",4955,8e+05,0.486811661267932,7,81,0.397315683029969,2161,93,2014,0,5439,"no","no"
"11762","Don't Fuck in the Woods",-0.1,2.6,"Horror",546,10000,0.141605839416058,22,27,0.66504854368932,685,73,2016,0,1030,"no","no"
"11765","Città di carta",0.2,6.3,"Comedy",92948,1.2e+07,0.399939938552519,206,199,0.463320917886805,43289,109,2015,1,93432,"no","no"
"11767","Dove eravamo rimasti",-0.3,5.8,"Comedy",21603,1.8e+07,0.15578137332281,197,124,0.458912482455743,10136,101,2015,0,22087,"no","no"
"11768","Summer of Blood",0.2,5.4,"Comedy",578,35000,0.0850202429149798,29,13,0.69774011299435,741,86,2014,1,1062,"no","no"
"11773","La bottega del barbiere 3",-0.100000000000001,5.8,"Comedy",13611,2e+07,0.274807292303928,82,41,0.579851010996807,8173,111,2016,0,14095,"no","no"
"11780","Halloweed",-0.2,3.5,"Comedy",62,450000,0.158959537572254,10,14,0.633699633699634,346,101,2016,0,546,"no","no"
"11794","Conspiracy - La Cospirazione",-0.100000000000001,5.3,"Crime",14254,1.1e+07,0.139890939597315,49,91,0.647034875831185,9536,106,2016,0,14738,"no","no"
"11806","Natural Born Pranksters",-0.4,3.6,"Comedy",3117,1e+06,0.423162583518931,5,56,0.623437933907248,2245,90,2016,0,3601,"no","no"
"11825","Criminal Activities",-0.2,5.8,"Crime",7761,7e+06,0.121930567315834,58,52,0.716191631291692,5905,94,2015,0,8245,"no","no"
"11827","The Runner",-0.0999999999999996,4.7,"Drama",4488,6e+06,0.149431818181818,38,31,0.707964601769911,3520,90,2015,0,4972,"no","no"
"11828","Pacific Standard Time",-0.3,4.3,"Crime",177,1500000,0.119617224880383,3,12,0.632375189107413,418,91,2016,0,661,"no","no"
"11843","Daisy Winters",-0.100000000000001,6.1,"Drama",-285,2500000,0.149122807017544,3,8,0.57286432160804,114,90,2017,0,199,"no","no"
"11846","Vincent N Roxxy",-0.0999999999999996,5.5,"Crime",1355,2600000,0.125585754451734,13,27,0.580206634040239,1067,102,2016,0,1839,"no","no"
"11855","The Hollars",-0.0999999999999996,6.5,"Comedy",10691,3800000,0.190545191088571,75,49,0.494049217002237,5521,88,2016,0,11175,"no","no"
"11857","Irrational Man",0,6.6,"Comedy",56607,1.1e+07,0.246979629030836,286,160,0.595873254978893,34019,95,2015,0,57091,"no","no"
"11860","Underworld: Blood Wars",-0.5,5.7,"Action",67653,3.5e+07,0.209898506101038,183,218,0.643482982814036,43845,91,2016,0,68137,"no","no"
"11881","La scomparsa di Eleanor Rigby - Loro",-0.3,6.2,"Drama",11092,3e+06,0.220985401459854,124,34,0.473393227366966,5480,123,2014,0,11576,"no","no"
"11890","I corrotti - The Trust",0.4,5.5,"Crime",16898,9e+06,0.149135841088606,87,152,0.735646070647797,12787,92,2016,1,17382,"no","no"
"11897","Il destino di un soldato",-0.0999999999999996,5.7,"Drama",2629,1.2e+07,0.162984781541483,23,41,0.654352714423386,2037,94,2017,0,3113,"no","no"
"11910","Rogue One: A Star Wars Story",0.0999999999999996,7.8,"Action",538157,2e+08,0.281098634128905,715,1781,0.612873880748031,330119,133,2016,1,538641,"no","no"
"11923","The Equalizer 2: Senza perdono",-0.3,6.7,"Action",125399,6.2e+07,0.216967298131833,234,724,0.666325079637441,83879,121,2018,0,125883,"no","no"
"11925","Hello, My Name Is Doris",-0.100000000000001,6.6,"Comedy",17974,1e+06,0.18057210965435,112,89,0.454545454545455,8390,90,2015,0,18458,"no","no"
"11926","Bayou Caviar",-0.7,4.8,"Crime",445,3500000,0.0728682170542636,8,21,0.694294940796555,645,111,2018,0,929,"no","no"
"11935","Dead Awake",-0.2,4.5,"Horror",2474,2.4e+07,0.124235006119951,32,28,0.552400270453009,1634,99,2016,0,2958,"no","no"
"11937","Solo: A Star Wars Story",-0.0999999999999996,6.9,"Action",277835,2.75e+08,0.253031448003255,546,2486,0.618103686776684,172030,135,2018,0,278319,"no","no"
"11940","Checkmate",-0.9,2.6,"Action",489,1500000,0.124633431085044,7,29,0.700924974306269,682,102,2015,0,973,"no","no"
"11954","The Nice Guys",0.2,7.4,"Action",269649,5e+07,0.319839737965725,452,456,0.632910455220206,170970,116,2016,1,270133,"no","no"
"11966","Cop Car",0.2,6.3,"Crime",29162,8e+05,0.166605605422239,175,146,0.736558051676449,21836,88,2015,1,29646,"no","no"
"11972","Tangerine",0,7.1,"Comedy",25801,1e+05,0.304161898452087,207,98,0.631653034049838,16603,88,2015,0,26285,"no","no"
"11978","Fire Squad - Incubo di fuoco",-0.300000000000001,7.6,"Action",54596,3.8e+07,0.226414565826331,176,194,0.648148148148148,35700,134,2017,0,55080,"no","no"
"11984","Le armi del cuore",-1.9,5.9,"Drama",12483,3e+06,0.187326869806094,42,164,0.445438420606154,5776,120,2015,0,12967,"no","no"
"11989","Ratter: Ossessione in rete",-0.399999999999999,4.7,"Drama",7080,5e+05,0.172734627831715,42,82,0.326811210999471,2472,80,2015,0,7564,"no","no"
